Search ID,Booking Date, HotelCode, Age, Gender, Number of Rooms, Check in date, Check Out Date, Seen Price, isClicked, isBooked, Segment
119, 2013-04-18 13:33:53,354,68,female,1,6/4/2013,6/8/2013,20600,TRUE,FALSE,family
120, 2013-04-18 13:33:53,327,68,female,1,6/4/2013,6/8/2013,29900,FALSE,FALSE,family
121, 2013-04-18 13:33:53,896,68,female,1,6/4/2013,6/8/2013,34700,TRUE,FALSE,family
122, 2013-04-18 13:33:53,16,68,female,1,6/4/2013,6/8/2013,31100,TRUE,FALSE,family
123, 2013-04-18 13:33:53,376,68,female,1,6/4/2013,6/8/2013,33900,FALSE,FALSE,family
124, 2013-04-18 13:33:53,160,68,female,1,6/4/2013,6/8/2013,29100,TRUE,FALSE,family
125, 2013-04-18 13:33:53,790,68,female,1,6/4/2013,6/8/2013,30400,TRUE,FALSE,family
126, 2013-04-18 13:33:53,520,68,female,1,6/4/2013,6/8/2013,35700,TRUE,FALSE,family
127, 2013-04-18 13:33:53,677,68,female,1,6/4/2013,6/8/2013,23700,FALSE,FALSE,family
128, 2013-04-18 13:33:53,641,68,female,1,6/4/2013,6/8/2013,27700,TRUE,FALSE,family
129, 2013-04-18 13:33:53,128,68,female,1,6/4/2013,6/8/2013,27500,FALSE,FALSE,family
130, 2013-04-18 13:33:53,997,68,female,1,6/4/2013,6/8/2013,22800,TRUE,FALSE,family
131, 2013-04-18 13:33:53,119,68,female,1,6/4/2013,6/8/2013,31200,TRUE,FALSE,family
132, 2013-04-18 13:33:53,246,68,female,1,6/4/2013,6/8/2013,28800,TRUE,FALSE,family
133, 2013-03-28 22:09:18,746,18,female,1,5/17/2013,5/21/2013,10500,TRUE,FALSE,couple
134, 2013-03-28 22:09:18,654,18,female,1,5/17/2013,5/21/2013,10400,TRUE,FALSE,couple
135, 2013-03-28 22:09:18,191,18,female,1,5/17/2013,5/21/2013,6800,FALSE,FALSE,couple
136, 2013-03-28 22:09:18,602,18,female,1,5/17/2013,5/21/2013,5600,TRUE,FALSE,couple
137, 2013-03-28 22:09:18,996,18,female,1,5/17/2013,5/21/2013,19300,TRUE,FALSE,couple
138, 2013-03-28 22:09:18,270,18,female,1,5/17/2013,5/21/2013,4500,FALSE,FALSE,couple
139, 2013-03-28 22:09:18,738,18,female,1,5/17/2013,5/21/2013,4400,TRUE,FALSE,couple
140, 2013-05-11 12:39:09,115,18,male,1,5/17/2013,5/18/2013,10100,FALSE,FALSE,couple
141, 2013-05-11 12:39:09,951,18,male,1,5/17/2013,5/18/2013,12100,TRUE,FALSE,couple
142, 2013-05-11 12:39:09,555,18,male,1,5/17/2013,5/18/2013,13200,TRUE,FALSE,couple
143, 2013-05-11 12:39:09,406,18,male,1,5/17/2013,5/18/2013,13300,FALSE,FALSE,couple
144, 2013-05-11 12:39:09,125,18,male,1,5/17/2013,5/18/2013,11000,TRUE,TRUE,couple
145, 2013-05-11 12:39:09,371,18,male,1,5/17/2013,5/18/2013,12500,TRUE,FALSE,couple
146, 2013-05-11 12:39:09,249,18,male,1,5/17/2013,5/18/2013,9500,TRUE,FALSE,couple
147, 2013-05-11 12:39:09,227,18,male,1,5/17/2013,5/18/2013,15200,FALSE,FALSE,couple
148, 2013-05-11 12:39:09,979,18,male,1,5/17/2013,5/18/2013,15700,FALSE,FALSE,couple
149, 2013-05-11 12:39:09,179,18,male,1,5/17/2013,5/18/2013,33400,TRUE,FALSE,couple
150, 2013-05-11 12:39:09,122,18,male,1,5/17/2013,5/18/2013,15400,FALSE,FALSE,couple
151, 2013-05-11 12:39:09,436,18,male,1,5/17/2013,5/18/2013,12500,TRUE,FALSE,couple
152, 2013-05-11 12:39:09,834,18,male,1,5/17/2013,5/18/2013,11400,FALSE,FALSE,couple
153, 2013-05-11 12:39:09,356,18,male,1,5/17/2013,5/18/2013,18000,FALSE,FALSE,couple
154, 2013-05-11 12:39:09,621,18,male,1,5/17/2013,5/18/2013,17600,TRUE,FALSE,couple
155, 2013-05-11 12:39:09,928,18,male,1,5/17/2013,5/18/2013,17400,TRUE,FALSE,couple
156, 2013-05-04 19:20:52,369,78,female,1,6/3/2013,6/4/2013,4700,TRUE,FALSE,family
157, 2013-05-04 19:20:52,40,78,female,1,6/3/2013,6/4/2013,7200,FALSE,FALSE,family
158, 2013-05-04 19:20:52,226,78,female,1,6/3/2013,6/4/2013,7300,TRUE,FALSE,family
159, 2013-05-04 19:20:52,923,78,female,1,6/3/2013,6/4/2013,2000,TRUE,FALSE,family
160, 2013-05-04 19:20:52,828,78,female,1,6/3/2013,6/4/2013,7100,FALSE,FALSE,family
161, 2013-05-04 19:20:52,138,78,female,1,6/3/2013,6/4/2013,3500,TRUE,FALSE,family
162, 2013-05-04 19:20:52,314,78,female,1,6/3/2013,6/4/2013,6600,TRUE,FALSE,family
163, 2013-05-04 19:20:52,395,78,female,1,6/3/2013,6/4/2013,9100,TRUE,FALSE,family
164, 2013-05-04 19:20:52,172,78,female,1,6/3/2013,6/4/2013,6600,TRUE,TRUE,family
165, 2013-05-04 19:20:52,234,78,female,1,6/3/2013,6/4/2013,7900,FALSE,FALSE,family
166, 2013-06-25 15:39:35,4,51,male,1,6/28/2013,6/29/2013,4500,TRUE,FALSE,family
167, 2013-04-23 11:12:24,729,25,female,1,6/6/2013,6/8/2013,8200,FALSE,FALSE,backpacker
168, 2013-04-23 11:12:24,488,25,female,1,6/6/2013,6/8/2013,8600,TRUE,FALSE,backpacker
169, 2013-04-23 11:12:24,799,25,female,1,6/6/2013,6/8/2013,7900,TRUE,FALSE,backpacker
170, 2013-04-23 11:12:24,822,25,female,1,6/6/2013,6/8/2013,11000,TRUE,FALSE,backpacker
171, 2013-04-23 11:12:24,725,25,female,1,6/6/2013,6/8/2013,9700,TRUE,FALSE,backpacker
172, 2013-04-23 11:12:24,911,25,female,1,6/6/2013,6/8/2013,6200,TRUE,TRUE,backpacker
173, 2013-04-23 11:12:24,883,25,female,1,6/6/2013,6/8/2013,5200,TRUE,FALSE,backpacker
174, 2013-04-23 11:12:24,460,25,female,1,6/6/2013,6/8/2013,12000,FALSE,FALSE,backpacker
175, 2013-04-23 11:12:24,391,25,female,1,6/6/2013,6/8/2013,12300,FALSE,FALSE,backpacker
176, 2013-04-23 11:12:24,943,25,female,1,6/6/2013,6/8/2013,3800,FALSE,FALSE,backpacker
177, 2013-04-23 11:12:24,730,25,female,1,6/6/2013,6/8/2013,3200,TRUE,FALSE,backpacker
178, 2013-04-23 11:12:24,46,25,female,1,6/6/2013,6/8/2013,17000,FALSE,FALSE,backpacker
179, 2013-04-23 11:12:24,330,25,female,1,6/6/2013,6/8/2013,11300,TRUE,FALSE,backpacker
180, 2013-04-23 11:12:24,713,25,female,1,6/6/2013,6/8/2013,9600,TRUE,FALSE,backpacker
181, 2013-04-23 11:12:24,744,25,female,1,6/6/2013,6/8/2013,9400,FALSE,FALSE,backpacker
182, 2013-04-23 11:12:24,18,25,female,1,6/6/2013,6/8/2013,4000,FALSE,FALSE,backpacker
183, 2013-04-23 11:12:24,843,25,female,1,6/6/2013,6/8/2013,6000,TRUE,FALSE,backpacker
184, 2013-04-23 11:12:24,132,25,female,1,6/6/2013,6/8/2013,2500,TRUE,FALSE,backpacker
185, 2013-04-23 11:12:24,808,25,female,1,6/6/2013,6/8/2013,9400,TRUE,FALSE,backpacker
186, 2013-04-23 11:12:24,383,25,female,1,6/6/2013,6/8/2013,2700,TRUE,FALSE,backpacker
187, 2013-04-23 11:12:24,645,25,female,1,6/6/2013,6/8/2013,3000,TRUE,FALSE,backpacker
188, 2013-04-23 11:12:24,768,25,female,1,6/6/2013,6/8/2013,4500,TRUE,FALSE,backpacker
189, 2013-04-23 11:12:24,618,25,female,1,6/6/2013,6/8/2013,12300,FALSE,FALSE,backpacker
190, 2013-04-23 11:12:24,539,25,female,1,6/6/2013,6/8/2013,4900,FALSE,FALSE,backpacker
191, 2013-04-23 11:12:24,653,25,female,1,6/6/2013,6/8/2013,6900,TRUE,FALSE,backpacker
192, 2013-04-23 11:12:24,912,25,female,1,6/6/2013,6/8/2013,5900,FALSE,FALSE,backpacker
193, 2013-04-23 11:12:24,613,25,female,1,6/6/2013,6/8/2013,15000,TRUE,FALSE,backpacker
194, 2013-04-23 11:12:24,852,25,female,1,6/6/2013,6/8/2013,8200,TRUE,FALSE,backpacker
195, 2013-04-23 11:12:24,722,25,female,1,6/6/2013,6/8/2013,8200,TRUE,FALSE,backpacker
196, 2013-04-23 11:12:24,878,25,female,1,6/6/2013,6/8/2013,5900,TRUE,FALSE,backpacker
197, 2013-04-23 11:12:24,425,25,female,1,6/6/2013,6/8/2013,3900,FALSE,FALSE,backpacker
198, 2013-04-23 11:12:24,809,25,female,1,6/6/2013,6/8/2013,5400,FALSE,FALSE,backpacker
199, 2013-04-23 11:12:24,731,25,female,1,6/6/2013,6/8/2013,7700,FALSE,FALSE,backpacker
200, 2012-11-19 07:33:00,573,21,male,1,11/25/2012,11/26/2012,20100,FALSE,FALSE,couple
201, 2012-11-19 07:33:00,339,21,male,1,11/25/2012,11/26/2012,14300,TRUE,FALSE,couple
202, 2012-11-19 07:33:00,826,21,male,1,11/25/2012,11/26/2012,17000,FALSE,FALSE,couple
203, 2012-11-19 07:33:00,186,21,male,1,11/25/2012,11/26/2012,34300,TRUE,FALSE,couple
204, 2012-11-19 07:33:00,783,21,male,1,11/25/2012,11/26/2012,19500,FALSE,FALSE,couple
205, 2012-11-19 07:33:00,262,21,male,1,11/25/2012,11/26/2012,18200,FALSE,FALSE,couple
206, 2012-11-19 07:33:00,210,21,male,1,11/25/2012,11/26/2012,29800,FALSE,FALSE,couple
207, 2012-11-19 07:33:00,652,21,male,1,11/25/2012,11/26/2012,14800,TRUE,FALSE,couple
208, 2012-11-19 07:33:00,516,21,male,1,11/25/2012,11/26/2012,22200,FALSE,TRUE,couple
209, 2012-11-19 07:33:00,758,21,male,1,11/25/2012,11/26/2012,21200,TRUE,FALSE,couple
210, 2012-11-19 07:33:00,313,21,male,1,11/25/2012,11/26/2012,12500,FALSE,FALSE,couple
211, 2012-11-19 07:33:00,498,21,male,1,11/25/2012,11/26/2012,34400,TRUE,FALSE,couple
212, 2012-11-19 07:33:00,243,21,male,1,11/25/2012,11/26/2012,25700,FALSE,FALSE,couple
213, 2012-11-19 07:33:00,322,21,male,1,11/25/2012,11/26/2012,19100,FALSE,FALSE,couple
214, 2012-11-19 07:33:00,998,21,male,1,11/25/2012,11/26/2012,18600,FALSE,FALSE,couple
215, 2012-11-19 07:33:00,93,21,male,1,11/25/2012,11/26/2012,21800,FALSE,FALSE,couple
216, 2012-11-19 07:33:00,416,21,male,1,11/25/2012,11/26/2012,16000,TRUE,FALSE,couple
217, 2012-11-19 07:33:00,256,21,male,1,11/25/2012,11/26/2012,18100,FALSE,FALSE,couple
218, 2012-11-19 07:33:00,358,21,male,1,11/25/2012,11/26/2012,18800,TRUE,FALSE,couple
219, 2012-11-19 07:33:00,28,21,male,1,11/25/2012,11/26/2012,16100,TRUE,FALSE,couple
220, 2012-11-19 07:33:00,905,21,male,1,11/25/2012,11/26/2012,18000,FALSE,FALSE,couple
221, 2012-11-19 07:33:00,266,21,male,1,11/25/2012,11/26/2012,18100,TRUE,FALSE,couple
222, 2012-11-19 07:33:00,763,21,male,1,11/25/2012,11/26/2012,18500,TRUE,FALSE,couple
223, 2012-11-19 07:33:00,586,21,male,1,11/25/2012,11/26/2012,25200,TRUE,FALSE,couple
224, 2012-11-19 07:33:00,504,21,male,1,11/25/2012,11/26/2012,37600,FALSE,FALSE,couple
225, 2012-11-19 07:33:00,92,21,male,1,11/25/2012,11/26/2012,15900,TRUE,FALSE,couple
226, 2012-11-19 07:33:00,264,21,male,1,11/25/2012,11/26/2012,19800,TRUE,FALSE,couple
227, 2013-04-01 11:09:26,269,35,male,1,4/24/2013,4/28/2013,6300,TRUE,FALSE,family
228, 2013-04-01 11:09:26,651,35,male,1,4/24/2013,4/28/2013,17700,FALSE,FALSE,family
229, 2013-04-01 11:09:26,980,35,male,1,4/24/2013,4/28/2013,22700,TRUE,FALSE,family
230, 2013-04-01 11:09:26,273,35,male,1,4/24/2013,4/28/2013,11300,TRUE,FALSE,family
231, 2013-04-01 11:09:26,274,35,male,1,4/24/2013,4/28/2013,14700,TRUE,FALSE,family
232, 2013-04-01 11:09:26,74,35,male,1,4/24/2013,4/28/2013,17600,TRUE,FALSE,family
233, 2013-04-01 11:09:26,248,35,male,1,4/24/2013,4/28/2013,17300,TRUE,FALSE,family
234, 2013-04-01 11:09:26,286,35,male,1,4/24/2013,4/28/2013,13200,FALSE,FALSE,family
235, 2013-01-06 10:22:49,599,32,female,1,1/9/2013,1/10/2013,15400,FALSE,FALSE,couple
236, 2013-01-06 10:22:49,77,32,female,1,1/9/2013,1/10/2013,24600,TRUE,FALSE,couple
237, 2013-01-06 10:22:49,381,32,female,1,1/9/2013,1/10/2013,11000,TRUE,FALSE,couple
238, 2013-01-06 10:22:49,764,32,female,1,1/9/2013,1/10/2013,11200,FALSE,FALSE,couple
239, 2013-01-06 10:22:49,578,32,female,1,1/9/2013,1/10/2013,15200,TRUE,FALSE,couple
240, 2013-01-06 10:22:49,129,32,female,1,1/9/2013,1/10/2013,13600,TRUE,FALSE,couple
241, 2013-01-06 10:22:49,780,32,female,1,1/9/2013,1/10/2013,33400,FALSE,FALSE,couple
242, 2013-01-06 10:22:49,795,32,female,1,1/9/2013,1/10/2013,7100,TRUE,FALSE,couple
243, 2013-01-06 10:22:49,221,32,female,1,1/9/2013,1/10/2013,32500,FALSE,FALSE,couple
244, 2013-01-06 10:22:49,850,32,female,1,1/9/2013,1/10/2013,10000,FALSE,FALSE,couple
245, 2012-12-21 12:53:27,434,21,male,1,12/22/2012,12/23/2012,7200,FALSE,FALSE,family
246, 2012-12-21 12:53:27,328,21,male,1,12/22/2012,12/23/2012,6000,FALSE,FALSE,family
247, 2013-02-11 06:26:05,100,23,male,1,5/2/2013,5/5/2013,20500,TRUE,FALSE,couple
248, 2013-02-11 06:26:05,44,23,male,1,5/2/2013,5/5/2013,19900,FALSE,FALSE,couple
249, 2013-02-11 06:26:05,894,23,male,1,5/2/2013,5/5/2013,16600,TRUE,FALSE,couple
250, 2013-02-11 06:26:05,562,23,male,1,5/2/2013,5/5/2013,23300,FALSE,FALSE,couple
251, 2013-02-11 06:26:05,95,23,male,1,5/2/2013,5/5/2013,29300,TRUE,FALSE,couple
252, 2013-02-11 06:26:05,599,23,male,1,5/2/2013,5/5/2013,19300,FALSE,FALSE,couple
253, 2013-02-11 06:26:05,407,23,male,1,5/2/2013,5/5/2013,16200,FALSE,FALSE,couple
254, 2013-02-11 06:26:05,595,23,male,1,5/2/2013,5/5/2013,15500,FALSE,FALSE,couple
